review_id,user_id,timestamp,review,rating
119,3213,2024-03-28 15:45:11,Great service and fast delivery. Very satisfied.,5
120,4880,2024-03-01 11:09:24,It's decent for the price.,3
121,9242,2024-01-24 00:01:39,Customer service was very helpful and friendly.,4
122,2634,2024-02-09 19:08:12,"Not bad, but could be better.",3
123,8394,2024-01-03 03:09:55,Everything arrived on time and as described.,4
124,7466,2024-01-14 18:17:35,Customer support was unhelpful and rude.,2
125,1799,2024-01-25 14:18:01,Great service and fast delivery. Very satisfied.,5
126,2197,2024-01-28 05:19:47,Very disappointed. Will not order again.,2
127,5396,2024-01-20 07:34:16,Customer support was unhelpful and rude.,2
128,3387,2024-01-28 05:03:26,Customer service was very helpful and friendly.,5
129,2770,2024-02-12 19:15:05,Everything arrived on time and as described.,4
130,6464,2024-02-26 10:16:44,Fantastic quality and easy to use. Highly recommend!,5
131,6449,2024-02-10 07:56:53,Fantastic quality and easy to use. Highly recommend!,4
132,1161,2024-01-25 06:37:35,Absolutely loved the product! Will buy again.,5
133,7293,2024-01-12 17:30:24,Everything arrived on time and as described.,5
134,4757,2024-02-04 18:01:40,Fantastic quality and easy to use. Highly recommend!,4
135,3988,2024-03-12 02:21:56,Everything arrived on time and as described.,4
136,4241,2024-01-02 06:16:12,"The item was fine, but packaging could be improved.",3
137,6272,2024-03-24 09:13:13,Customer service was very helpful and friendly.,4
138,4750,2024-01-03 06:45:59,Terrible experience. The product arrived broken.,2
139,3764,2024-02-29 16:11:13,Absolutely loved the product! Will buy again.,4
140,5965,2024-03-29 18:01:28,Everything arrived on time and as described.,4
141,1078,2024-01-22 11:15:24,Terrible experience. The product arrived broken.,1
142,7474,2024-03-04 14:57:15,Customer service was very helpful and friendly.,5
143,6264,2024-01-08 01:42:43,I want a refund. The product doesn't work.,2
144,7723,2024-02-08 22:20:56,"Not bad, but could be better.",3
145,5228,2024-03-06 15:18:54,Customer support was unhelpful and rude.,2
146,4144,2024-03-27 22:12:31,Everything arrived on time and as described.,4
147,1417,2024-03-13 13:02:56,Fantastic quality and easy to use. Highly recommend!,4
148,3166,2024-01-28 00:45:48,Customer support was unhelpful and rude.,1
149,3443,2024-02-11 23:34:58,Terrible experience. The product arrived broken.,1
150,7786,2024-02-07 02:39:41,Fantastic quality and easy to use. Highly recommend!,4
151,9398,2024-01-16 21:30:20,Customer support was unhelpful and rude.,2
152,3130,2024-01-02 12:27:45,Terrible experience. The product arrived broken.,1
153,3726,2024-01-08 09:05:47,"Product was okay, nothing special.",3
154,5792,2024-03-16 00:15:03,Great service and fast delivery. Very satisfied.,5
155,1206,2024-03-23 12:27:15,Customer support was unhelpful and rude.,2
156,1560,2024-03-31 16:40:02,Customer support was unhelpful and rude.,2
157,4359,2024-02-23 08:59:15,Everything arrived on time and as described.,4
158,8483,2024-03-22 10:02:06,"Average experience, met expectations.",3
159,7496,2024-02-12 21:50:25,"Not bad, but could be better.",3
160,5367,2024-03-09 01:18:59,Customer support was unhelpful and rude.,2
161,2867,2024-01-16 15:30:27,Terrible experience. The product arrived broken.,2
162,1524,2024-01-29 12:55:02,Delivery was late and packaging was damaged.,1
163,4816,2024-03-31 09:02:35,Absolutely loved the product! Will buy again.,5
164,6262,2024-03-25 17:49:40,It's decent for the price.,3
165,8012,2024-03-02 21:13:15,Everything arrived on time and as described.,5
166,7328,2024-03-14 06:00:50,Terrible experience. The product arrived broken.,1
167,3415,2024-03-20 13:30:20,Very disappointed. Will not order again.,1
168,4911,2024-02-05 16:03:16,Great service and fast delivery. Very satisfied.,5
169,3329,2024-02-10 16:48:49,Terrible experience. The product arrived broken.,1
170,3288,2024-01-13 19:20:40,Fantastic quality and easy to use. Highly recommend!,5
171,6619,2024-01-22 22:58:30,"Not bad, but could be better.",3
172,9291,2024-02-21 03:27:51,Customer support was unhelpful and rude.,1
173,9444,2024-03-23 05:34:22,I want a refund. The product doesn't work.,1
174,1327,2024-03-19 03:43:38,Customer support was unhelpful and rude.,2
175,3750,2024-02-26 17:20:36,It's decent for the price.,3
176,5540,2024-02-24 09:21:55,Customer support was unhelpful and rude.,1
177,1898,2024-01-22 22:37:37,Very disappointed. Will not order again.,2
178,4168,2024-02-20 17:58:53,Very disappointed. Will not order again.,1
179,7111,2024-03-16 21:24:57,Delivery was late and packaging was damaged.,2
180,3478,2024-01-26 01:09:16,"Product was okay, nothing special.",3
181,7745,2024-02-18 15:06:30,"Product was okay, nothing special.",3
182,4363,2024-02-14 11:52:56,Everything arrived on time and as described.,5
183,8691,2024-03-03 08:57:11,I want a refund. The product doesn't work.,1
184,6184,2024-02-21 07:38:37,Everything arrived on time and as described.,4
185,5251,2024-03-28 01:19:44,"The item was fine, but packaging could be improved.",3
186,4895,2024-03-19 19:51:19,Fantastic quality and easy to use. Highly recommend!,4
187,8404,2024-03-02 09:13:03,Delivery was late and packaging was damaged.,2
188,6438,2024-01-18 10:28:35,Customer support was unhelpful and rude.,1
189,4247,2024-02-15 04:56:22,Very disappointed. Will not order again.,1
190,8046,2024-03-02 05:07:53,"Product was okay, nothing special.",3
191,7244,2024-01-25 20:33:23,Absolutely loved the product! Will buy again.,5
192,9453,2024-01-18 22:47:00,Very disappointed. Will not order again.,1
193,9631,2024-03-24 16:00:01,It's decent for the price.,3
194,2861,2024-02-07 03:46:31,Terrible experience. The product arrived broken.,1
195,3392,2024-02-09 19:23:48,Delivery was late and packaging was damaged.,1
196,6180,2024-02-24 02:31:48,"The item was fine, but packaging could be improved.",3
197,1855,2024-03-03 20:45:37,Delivery was late and packaging was damaged.,2
198,3790,2024-01-15 05:01:33,Customer support was unhelpful and rude.,1
199,2696,2024-03-03 06:56:49,Great service and fast delivery. Very satisfied.,5
200,3921,2024-02-14 23:30:20,"Product was okay, nothing special.",3
